"208","91324","27669","36.5","13545","14124","9289","2.95"
"209","91325","32417","35.4","15819","16598","11825","2.72"
"210","91326","33708","42.7","16394","17314","11770","2.86"
"211","91330","2702","19.6","1103","1599","2","2.5"
"212","91331","103689","29.5","52358","51331","22465","4.6"
"213","91335","74363","35.5","36596","37767","22855","3.21"
"214","91340","34188","30.1","17130","17058","8176","4.17"
"215","91342","91725","31.9","45786","45939","23543","3.83"
"216","91343","60254","32.3","30145","30109","16802","3.55"
"217","91344","51747","41.0","25212","26535","16872","3.03"
"218","91345","18496","35.7","9110","9386","5192","3.52"
"219","91350","33348","36.4","16270","17078","10991","3.01"
"220","91351","32362","33.9","16086","16276","10036","3.22"
"221","91352","47807","32.1","23980","23827","11985","3.95"
"222","91354","28722","36.4","14046","14676","9522","3.01"
"223","91355","32605","38.8","15773","16832","12772","2.51"
"224","91356","29458","41.7","14216","15242","11686","2.5"
"225","91361","20438","47.6","9854","10584","8374","2.43"
"226","91362","36045","42.6","17562","18483","13563","2.65"
"227","91364","25851","44.0","12739","13112","10409","2.47"
"228","91367","39499","41.0","19171","20328","16697","2.35"
"229","91377","13811","41.7","6641","7170","5158","2.68"
"230","91381","20158","36.0","9852","10306","6636","3.04"
"231","91384","29855","32.5","18503","11352","6925","3.3"
"232","91387","40328","33.0","20106","20222","12871","3.13"
"233","91390","19786","40.1","9911","9875","6369","3.07"
"234","91401","39285","36.0","19613","19672","14380","2.7"
"235","91402","69817","30.1","35095","34722","18194","3.81"
"236","91403","23484","39.4","11277","12207","11358","2.06"
"237","91405","51145","32.6","25498","25647","16256","3.11"
"238","91406","51558","33.6","25956","25602","17042","3.02"
"239","91411","24628","33.8","12495","12133","9177","2.63"
"240","91423","30991","39.2","14789","16202","14876","2.07"
"241","91436","14372","46.5","6890","7482","5552","2.57"
"242","91501","20849","38.3","10040","10809","8235","2.53"
"243","91502","11371","36.4","5402","5969","5001","2.26"
"244","91504","24939","38.6","12006","12933","9180","2.69"
"245","91505","30778","38.9","15121","15657","13180","2.33"
"246","91506","18904","40.9","9115","9789","7555","2.45"
"247","91601","37180","32.9","18932","18248","15970","2.32"
"249","91604","29034","40.2","14271","14763","14292","2.01"
"251","91606","44958","34.3","22376","22582","14903","3.0"
"252","91607","27927","38.2","13635","14292","12859","2.15"
"253","91608","0","0.0","0","0","0","0.0"
"254","91702","59705","29.4","29486","30219","15455","3.67"
"255","91706","76571","30.5","37969","38602","17504","4.35"
"256","91709","74796","36.6","36954","37842","22940","3.25"
"257","91710","80358","33.0","42283","38075","21952","3.43"
"258","91711","35705","38.6","16777","18928","11868","2.58"
"259","91722","34409","34.0","16859","17550","10079","3.41"
"260","91723","18275","35.0","8783","9492","6296","2.86"
"261","91724","26184","37.9","12780","13404","8508","3.05"
"262","91731","29591","32.9","14888","14703","8007","3.66"
"263","91732","61386","31.4","30755","30631","14700","4.13"
"264","91733","43896","30.5","22191","21705","9918","4.4"
"265","91740","25356","38.5","12269","13087","8376","2.94"
"266","91741","25824","41.8","12498","13326","9126","2.82"
"267","91744","85040","30.9","42564","42476","18648","4.55"
"268","91745","54013","40.1","26287","27726","16188","3.33"
"269","91746","30485","32.4","15116","15369","6743","4.5"
"270","91748","45406","39.8","22368","23038","13311","3.4"
"271","91750","33249","42.6","15881","17368","11944","2.71"
"272","91754","32742","42.9","15620","17122","11193","2.92"
"273","91755","27496","43.4","13271","14225","8760","3.12"
"274","91759","476","47.2","239","237","216","2.2"
"275","91763","36375","30.8","18099","18276","9450","3.81"
"276","91765","46457","40.8","22702","23755","15039","3.08"
"277","91766","71599","28.7","36111","35488","17708","4.01"
"278","91767","48068","31.2","23685","24383","13691","3.47"
"279","91768","34537","27.3","17509","17028","7885","3.87"
"280","91770","62097","38.3","30521","31576","16588","3.7"
"281","91773","33119","42.5","15737","17382","11941","2.73"
"282","91775","23988","41.4","11448","12540","8227","2.9"
"283","91776","38475","39.0","18751","19724","11776","3.24"
"284","91780","34332","41.1","16438","17894","11318","3.03"
"285","91784","25938","44.5","12729","13209","8934","2.9"
"286","91786","51165","33.0","24516","26649","18087","2.79"
"287","91789","43079","42.8","20988","22091","12891","3.31"
"288","91790","44907","35.2","21721","23186","12751","3.49"
"289","91791","32414","38.0","15512","16902","10236","3.15"
"290","91792","30854","35.3","14950","15904","9154","3.35"
"291","91801","52735","39.1","24833","27902","19315","2.71"
"292","91803","30322","39.6","14486","15836","9894","3.04"
"293","92301","32725","25.6","16857","15868","8132","3.81"
"294","92371","16763","37.9","8565","8198","5370","3.11"
"295","92372","6220","41.8","3136","3084","2198","2.83"
"296","92397","4894","44.1","2522","2372","1998","2.45"
"297","92821","35533","38.7","17338","18195","13062","2.72"
"298","92823","3613","38.6","1757","1856","1154","3.13"
"299","92833","51767","36.0","25643","26124","15849","3.23"
"302","93225","5077","44.0","2585","2492","2080","2.44"
"309","93535","72046","28.3","34879","37167","20672","3.44"
"310","93536","70918","34.4","37804","33114","20964","3.07"
"311","93543","13033","32.9","6695","6338","3560","3.66"
"312","93544","1259","52.4","689","570","569","2.2"
"313","93550","74929","27.5","36414","38515","20864","3.58"
"314","93551","50798","37.0","25056","25742","15963","3.18"
"315","93552","38158","28.4","18711","19447","9690","3.93"
"317","93560","18910","32.4","9491","9419","6469","2.92"
"318","93563","388","44.5","263","125","103","2.53"
"319","20","10","10.0","10","10","10","30.0"
"320","320","320","320.0","320","320","320","320.0"
"321","321","321","321.0","321","321","321","321.0"
"800","800","800","800.0","800","800","800","800.0"
"800","800","800","800.0","800","800","800","800.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"800","800","800","800.0","800","800","800","800.0"
"800","800","800","800.0","800","800","800","800.0"
"800","800","800","800.0","800","800","800","800.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"6","6","6","6.0","6","6","6","6.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"800","800","800","800.0","800","800","800","800.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
"3","3","3","3.0","3","3","3","3.0"
"800","800","800","800.0","800","800","800","800.0"
"506","506","506","506.0","506","506","506","506.0"
"3","3","3","3.0","3","3","3","3.0"
